title,url,stage,day,time,description
TEMPLES,http://templestheband.com/,WILLIAM'S GREEN,SATURDAY,20:00 - 20:40,"Timeless evocative psyche pop that’s wildly catchy and filled with Byrdsian charm, Zombies-like quirkiness and gorgeous melodies. For all that, it sounds so effortlessly modern. Certainly one of the groups of the weekend. Don’t miss."
TENEIL,,OTHER,FRIDAY,23:00 - 02:00,
TENEIL,,OTHER,SUNDAY,23:00 - 02:00,
TENEIL,,OTHER,THURSDAY,20:00 - 23:00,
TERRY HOOLIGAN & RICO TUBBS (BASS=WIN SOUND SYSTEM)’,http://www.mixcloud.com/atomichooligan/rico-tubbs-terry-hooligan-bass-win-mix-for-radio-1/,THE COMMON,SUNDAY,,
THE 1975,http://the1975.com/,PYRAMID STAGE,SUNDAY,14:45 - 15:35,"Last year they played at William’s Green, this year they’re opening for Dolly Parton, that’s Glastonbury – and the hit single ‘Chocolate’ (only 13.5 million views on YouTube so far) for you. Don’t be left out - practice the bit where you sing along well in advance."
THE 2 BEARS,,THE PARK,THURSDAY,01:00 - 03:00,
THE ANTHROPIC ORGAN (INSTALLATION),,THEATRE AND CIRCUS,FRIDAY,11:00 - 18:30,
THE ANTHROPIC ORGAN (INSTALLATION),,THEATRE AND CIRCUS,SATURDAY,11:00 - 18:30,
THE ANTHROPIC ORGAN (INSTALLATION),,THEATRE AND CIRCUS,SUNDAY,11:00 - 18:30,
THE ANTHROPIC ORGAN (INSTALLATION),,THEATRE AND CIRCUS,THURSDAY,11:00 - 18:30,
THE ANTHROPIC ORGAN (INSTALLATION),,THEATRE AND CIRCUS,WEDNESDAY,11:00 - 18:30,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,FRIDAY,13:00 - 13:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,FRIDAY,15:00 - 15:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,FRIDAY,17:00 - 17:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SATURDAY,13:00 - 13:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SATURDAY,15:00 - 15:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SATURDAY,17:00 - 17:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SUNDAY,13:00 - 13:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SUNDAY,15:00 - 15:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,SUNDAY,17:00 - 17:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,THURSDAY,13:00 - 13:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,THURSDAY,15:00 - 15:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,THURSDAY,17:00 - 17:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,WEDNESDAY,13:00 - 13:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,WEDNESDAY,15:00 - 15:40,
THE ANTHROPIC ORGAN (SHOW),,THEATRE AND CIRCUS,WEDNESDAY,17:00 - 17:40,
THE ANTIPOET,https://www.youtube.com/watch?v=of2fotkarpc,THEATRE AND CIRCUS,SATURDAY,14:40 - 15:15,
THE BAD SHEPHERDS,http://www.thebadshepherds.com/,AVALON,SATURDAY,18:45 - 19:45,Punk rock songs with folk musicality and great banter from comedian and sometime chef Ade Edmondson making for a slightly surreal and winning combo.
THE BAILINA WHALERS,www.theballinawhalers.com,THE BANDSTAND,SATURDAY,12:00 - 12:40,
THE BAREFOOT BANDIT,,OTHER,SUNDAY,00:00 - 02:00,
THE BAREFOOT BANDIT,,OTHER,THURSDAY,01:00 - 02:00,
THE BEAT,http://www.thebeatofficial.com/,SILVER HAYES,SUNDAY,20:00 - 21:30,"Fronted by Ranking Roger, one of the biggest Two-Tone bands whose anthemic ‘Stand Down Margaret’, ‘Mirror In The Bathroom’ and a skanked up version of ‘Tears Of A Clown’ set a generation dancing at the turn of the ‘80s."
THE BEATBOX COLLECTIVE,,THEATRE AND CIRCUS,FRIDAY,14:25 - 14:55,
THE BEATBOX COLLECTIVE,https://www.youtube.com/watch?v=r9schlzw2gk,THEATRE AND CIRCUS,FRIDAY,18:05 - 18:35,
THE BEATBOX COLLECTIVE,,THEATRE AND CIRCUS,SATURDAY,14:25 - 14:55,
THE BEATBOX COLLECTIVE,http://www.thebeatboxcollective.com,THEATRE AND CIRCUS,SATURDAY,18:05 - 18:35,
THE BEATBOX COLLECTIVE,,SHANGRI-LA,SATURDAY,20:15 - 22:00,
THE BEATBOX COLLECTIVE,,THEATRE AND CIRCUS,SUNDAY,14:25 - 14:55,
THE BEATBOX COLLECTIVE,http://www.thebeatboxcollective.com,THEATRE AND CIRCUS,SUNDAY,18:05 - 18:35,
THE BEAUBOWBELLES,https://www.youtube.com/watch?v=flmsyuf1dxw,THEATRE AND CIRCUS,FRIDAY,12:00 - 12:30,
THE BEAUBOWBELLES,http://www.thebeaubowbelles.com,THEATRE AND CIRCUS,SATURDAY,12:00 - 12:30,
THE BEAUBOWBELLES,http://www.thebeaubowbelles.com,THEATRE AND CIRCUS,SUNDAY,12:00 - 12:30,
THE BEVIS FROND,http://bevisfrond.bandcamp.com/,WILLIAM'S GREEN,SATURDAY,16:00 - 16:40,"Loved by Dinosaur Jr and Teenage Fanclub, the Frond are a 20 year overnight success, mixing psyche and prog into an evocative and addictive brew. Like The Beatles with two blokes from Hawkwind joining them."
THE BIRTHDAY PARTY,,THEATRE AND CIRCUS,FRIDAY,,
THE BIRTHDAY PARTY,,THEATRE AND CIRCUS,SATURDAY,,
THE BIRTHDAY PARTY,,THEATRE AND CIRCUS,SUNDAY,,
THE BLACK FLOWERS,,GREEN FIELDS,THURSDAY,15:00 - 16:00,
THE BLACK KEYS,http://www.theblackkeys.com/turnblue/uk,PYRAMID STAGE,SUNDAY,19:45 - 21:00,"The Keys are at the peak of their powers right now. Producing a herd of like-minded patrons’ albums, adding muscle to their very own sound and playing the kind of simple blues rock that transcends generations and indeed genres. This will be a spectacular show."
THE BLACK TAMBOURINES,http://theblacktambourines.tumblr.com/,JOHN PEEL STAGE,SATURDAY,11:00 - 11:30,"Twisted ‘60s garage rock from this band that look like they’ve just finished their paper round. Anarchic, cheeky and punky to the last, they also won the Glastonbury Emerging Talent Competition."
THE BLUES BAND,www.thebluesband.com,ACOUSTIC,FRIDAY,20:00 - 21:00,Former Manfreds’ men Paul Jones and Tom McGuinness started this ‘back to their roots’ project back in 1979 in an attempt to earn beer money. That they remain at the bar over 30 years later is testament to their authentic love of the genre and a massive thirst.
THE BOHEMIANAUTS,http://www.bohemianauts.moonfruit.com/,THE PARK,SUNDAY,19:00 - 19:40,
THE BOHICAS,https://www.facebook.com/thebohicas,WILLIAM'S GREEN,SUNDAY,15:00 - 15:40,"More riffs, more franticness. The Bohicas deliver old school light and dark, heavy and restrained, all done for maximum effect. Glorious, uplifting, tub-thumping and life-affirming, Man, it’s Sunday, we made it!"
THE BOOKSHOP BAND,www.thebookshopband.co.uk,THE BANDSTAND,THURSDAY,15:15 - 16:10,
THE BREAKFAST COLLECTION,,SHANGRI-LA,SUNDAY,06:00 - 10:00,
THE BREAKFAST SELECTION,,SHANGRI-LA,FRIDAY,06:00 - 10:00,
THE BREAKFAST SELECTION,,SHANGRI-LA,SATURDAY,06:00 - 10:00,
THE BREAKFAST SELECTION,,SHANGRI-LA,THURSDAY,06:00 - 10:00,
THE BRIAN JONESTOWN MASSACRE,http://www.brianjonestownmassacre.com/,JOHN PEEL STAGE,SUNDAY,19:15 - 20:15,"The film Dig! was one of the most monumental movies about a dysfunctional band ever. Such things always make BJM gigs much anticipated and, with a back catalogue that runs to 19 albums so far it’s hard to know which wigged out proto psyche pop indie rock hat main man Anton Newcombe will don for the night."
THE BULLZINI FAMILY FUNAMBULISTS,,THEATRE AND CIRCUS,FRIDAY,12:30 - 14:00,
THE BULLZINI FAMILY FUNAMBULISTS,,THEATRE AND CIRCUS,SATURDAY,12:30 - 14:00,
THE BULLZINI FAMILY FUNAMBULISTS,,THEATRE AND CIRCUS,SUNDAY,12:30 - 14:00,
THE BURNING GLASS,,GREEN FIELDS,FRIDAY,13:20 - 14:20,
THE BURNING GLASS,,THE PARK,SATURDAY,14:00 - 14:40,
THE CARRY NATION,,BLOCK9,SATURDAY,03:00 - 04:30,
THE CHAIN,http://www.dotcomedy.info,THEATRE AND CIRCUS,FRIDAY,16:20 - 16:35,
THE CHAIN,http://www.dotcomedy.info,THEATRE AND CIRCUS,SATURDAY,16:20 - 16:35,
THE CHAIN,http://www.dotcomedy.info,THEATRE AND CIRCUS,SUNDAY,16:20 - 16:35,
THE CINESE LION,,THEATRE AND CIRCUS,FRIDAY,,
THE CINESE LION,,THEATRE AND CIRCUS,SATURDAY,,
THE CINESE LION,,THEATRE AND CIRCUS,SUNDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,FRIDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,FRIDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SATURDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SATURDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SATURDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SUNDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SUNDAY,,
THE COCKATOO,,THEATRE AND CIRCUS,SUNDAY,,
THE CORRESPONDENTS,www.thecorrespondentshotmail.co.uk,SHANGRI-LA,SUNDAY,03:00 - 03:45,
THE CRATE STACK CHALLENGE,,THEATRE AND CIRCUS,FRIDAY,12:00 - 13:00,
THE CRATE STACK CHALLENGE,,THEATRE AND CIRCUS,SATURDAY,12:00 - 13:00,
THE CRATE STACK CHALLENGE,,THEATRE AND CIRCUS,SUNDAY,12:00 - 13:00,
THE CUBAN BROTHERS,http://www.thecubanbrothers.com/,THEATRE AND CIRCUS,FRIDAY,20:50 - 21:35,
THE CUBAN BROTHERS,https://www.youtube.com/watch?v=ltdqh6livxo,THEATRE AND CIRCUS,SATURDAY,00:45 - 01:35,
THE DAMN BUSTERS,www.facebook.com/thedamnbusters,THE BANDSTAND,FRIDAY,14:00 - 14:40,
THE DANCE OFF DJ'S,https://www.facebook.com/thedanceoffcrew,GLADE,FRIDAY,17:30 - 18:45,
THE DAPTONE SUPER SOUL REVUE,http://daptonerecords.com/,WEST HOLTS,SATURDAY,16:30 - 18:30,"Featuring Sharon Jones And the Dap-Kings, Charles Bradley And His Extraordinaires, Antibalas and The Sugarman 3 with special guests Saun and Starr and Master of Ceremonies Binky Griptite. A two-hour showcase featuring rolling sets from the best funk and soul acts on the planet assembled by the legendary US record label. Think Motown Soul revue and Stax Showcase for the new millennium."
THE DELEGATORS,http://www.thedelegators.com/,SHANGRI-LA,FRIDAY,01:00 - 03:00,
THE DELEGATORS,http://thedelegators.com,SHANGRI-LA,FRIDAY,20:00 - 21:00,
THE DELEGATORS,http://www.thedelegators.com/,SHANGRI-LA,THURSDAY,19:15 - 20:15,
THE DIN,,THE PARK,SUNDAY,19:45 - 20:15,
THE DIN,,GREEN FIELDS,THURSDAY,17:00 - 18:00,
THE DINNER PARTY,,THEATRE AND CIRCUS,SATURDAY,19:10 - 19:30,
THE DIRTY FUNK SYNDICATE,www.facebook.com/dirtyfunksyndicate,THE BANDSTAND,SATURDAY,20:10 - 21:05,
THE DIRTY GENTLEMEN,thedirtygentlemen.tumblr.com,THE BANDSTAND,SATURDAY,23:00 - 00:00,
THE DIRTY GENTLEMEN,,GREEN FIELDS,SUNDAY,23:00 - 00:30,
THE DJ PRODUCER,,THE UNFAIRGROUND,SUNDAY,04:00 - 05:00,
THE DODGE BROS,www.dodgebrothers.co.uk,GREEN FIELDS,SATURDAY,14:30 - 15:30,Delivering a film noir take on jug band blues and rockabilly – straight out of a David Lynch dream.
THE DOUBLE,,PILTON PALAIS,SATURDAY,01:30 - 03:30,
THE DOWNSETTERS,http://www.thedownsetters.co.uk/,SHANGRI-LA,SATURDAY,04:30 - 05:30,
THE DOWNSETTERS,http://www.thedownsetters.co.uk/,SHANGRI-LA,SUNDAY,01:30 - 03:00,
THE DRYSTONES,www.thedrystones.co.uk,AVALON CAFE,SUNDAY,11:30 - 12:15,
THE DRYSTONES,http://www.thedrystones.co.uk/,THE BANDSTAND,WEDNESDAY,18:00 - 18:55,
THE DRYSTONES,,AVALON CAFE,WEDNESDAY,19:45 - 20:30,
THE DUCKWORTHS,https://myspace.com/duckworths,THE BANDSTAND,SATURDAY,16:00 - 16:40,
THE DUTTY INSPECTORS,https://en-gb.facebook.com/theduttyinspectors,SILVER HAYES,SUNDAY,21:30 - 22:30,"“Unbelievable dancehall, bashment and soca with a constant party vibe, free and fun loving..."
THE EGG,,GREEN FIELDS,SATURDAY,01:00 - 03:00,
THE EGG,,THE PARK,SUNDAY,00:00 - 01:30,
THE FAMOUS RUBBERBAND BOY,http://www.shayhoray.tv,THEATRE AND CIRCUS,FRIDAY,17:50 - 18:20,
THE FAMOUS RUBBERBAND BOY,http://www.shayhoray.tv,THEATRE AND CIRCUS,SATURDAY,17:50 - 18:20,
THE FAMOUS RUBBERBAND BOY,http://www.shayhoray.tv,THEATRE AND CIRCUS,SUNDAY,17:50 - 18:20,
THE FAT WHITE FAMILY,https://www.youtube.com/watch?v=qozffysmfhu,SHANGRI-LA,SATURDAY,03:30 - 04:30,
THE FESTIVAL OF WALKABOUT,http://kidzfield.com,KIDZ FIELD,SATURDAY,09:00 - 19:00,
THE FLYING SEAGULL PROJECT,http://kidzfield.com,KIDZ FIELD,SATURDAY,14:00 - 15:00,
THE FONTANAS,www.thefontanas.co.uk,THE BANDSTAND,THURSDAY,21:30 - 22:30,
THE FOX PROBLEM,http://thefoxproblem.com/,WILLIAM'S GREEN,SUNDAY,01:00 - 02:30,"And, finally, they have their own ludicrous TV show, and now Georgina Lewis Anderson, Radio 1’s Gem Cairney and Georgie Okel take to the decks for the last World Cup-like 90 minutes of William’s Green 2014. What could possibly go wrong?"
THE FUGITIVES,www.fugitives.ca,THEATRE AND CIRCUS,FRIDAY,18:00 - 18:30,
THE GIRL AND THE ROBOTS,https://zh-tw.facebook.com/the.girl.and.the.robots,SILVER HAYES,THURSDAY,22:20 - 23:00,"Not the computer game or that song by Royksopp and Robyn, but some slowly evolving electronic soundscape from this male/female duo."
THE GREAT XAR (MAGIC SHOW),,GLADE,SATURDAY,11:00 - 12:00,
THE GREAT XAR (MAGIC SHOW),,GLADE,SUNDAY,11:00 - 12:00,
THE GUARDIAN PRESENTS 20 FEET FROMSTARDOM,http://www.imdb.com/title/tt2396566/,WILLIAM'S GREEN,THURSDAY,15:30 - 17:00,"Documentary following the backing singers whose “oohs” and “aahs” usually go unheralded, with cameo appearances from Bowie, Ray Charles and Sheryl Crow among many others."
THE HENRY GIRLS,http://www.thehenrygirls.com/,ACOUSTIC,SUNDAY,12:00 - 12:40,A mix of Irish folk and Americana powered by harp and the Henry sisters’ three part harmonies that easily lift them into the world of Gillian Welch and the Indigo Girls.
THE HOBBIT: THE DESOLATION OF SMAUG 3D,,PILTON PALAIS,SATURDAY,20:00 - 22:38,
THE HORRORS,http://www.thehorrors.co.uk/,OTHER STAGE,SUNDAY,17:20 - 18:20,"Having fashioned future psychedelia and become “more dancey” (NME) in the process, with the odd nod to Simple Minds in their pomp, The Horrors’ fourth album ‘Luminous’ has taken them to dizzy new heights of guitar-fuelled rock."
THE HURRIERS,https://www.facebook.com/thehurriers,LEFT FIELD,SATURDAY,18:00 - 19:00,Barnsley’s very own “proper Socialist punk rock band” with some jagged Clash and Redskins-inspired political pop tunes.
THE ILUMINAUGHTY BALL,,THEATRE AND CIRCUS,FRIDAY,23:40 - 00:25,
THE ILUMINAUGHTY BALL,,THEATRE AND CIRCUS,SATURDAY,23:40 - 00:25,
THE ILUMINAUGHTY BALL,,THEATRE AND CIRCUS,SUNDAY,22:40 - 23:40,
THE INTERNET,http://www.internet-band.com/,WEST HOLTS,SATURDAY,14:45 - 15:45,A soul band formed by producer Matt Martians and lead vocalist Syd “The Kyd” of Odd Future that has resulted in her flexing her writing and vocal skills over two great albums and some universally heralded live shows.
THE JEZABELS,http://thejezabels.com/,WILLIAM'S GREEN,SUNDAY,19:00 - 19:40,"Two men, two ladies, all the way from Australia, The Jezabels play air punching anthems laced with synth and topped by Hayley Mary’s expressive vocal. It’s time for the final frenzy of Sunday."
THE KESTON COBBLERS,www.kestoncobblersclub.com,AVALON CAFE,FRIDAY,14:30 - 15:15,
THE KESTON COBBLERS,www.kestoncobblersclub.com,AVALON CAFE,THURSDAY,13:30 - 14:15,
THE LADYBIRDS OF PARADISE (LIVE),,THE PARK,FRIDAY,23:00 - 01:00,
THE LADYBIRDS OF PARADISE (LIVE),,THE PARK,SATURDAY,23:00 - 01:00,
THE LADYBIRDS OF PARADISE (LIVE),,THE PARK,SUNDAY,23:00 - 01:00,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,FRIDAY,10:30 - 11:00,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,FRIDAY,19:00 - 19:30,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,SATURDAY,10:30 - 11:00,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,SATURDAY,19:00 - 19:30,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,SUNDAY,10:30 - 11:00,
THE LAND OF GIANTS,,THEATRE AND CIRCUS,SUNDAY,19:00 - 19:30,
THE LEE THOMPSON SKA ORCHESTRA,https://www.facebook.com/leethompsonska,WEST HOLTS,SUNDAY,17:30 - 18:30,Former Madness men Lee Thompson and Mark Bedford introduce a whole new generation to the irresistible rhythms of ‘60s Jamaican music.
THE LEGO MOVIE 3D,,PILTON PALAIS,FRIDAY,11:00 - 12:55,
THE LITTLE UNSAID,http://www.thelittleunsaid.com/,THE PARK,FRIDAY,18:00 - 18:40,
THE LITTLE UNSAID,,GREEN FIELDS,SUNDAY,14:45 - 15:45,
THE LITTLE UNSAID,,GREEN FIELDS,THURSDAY,16:00 - 15:00,
THE LONDON SINFONIETTA AND SYNERGY VOCALS & JONNY GREENWOOD,http://www.londonsinfonietta.org.uk/,WEST HOLTS,FRIDAY,11:10 - 12:30,"The orchestra’s self-proclaimed mission is to “place the best contemporary classical music at the heart of today’s culture”. They’ll be fulfilling this by performing two works by composer Steve Reich, ‘Music for 18 Musicians’ and ‘Electric Counterpoint’, for the latter they’ll be joined by Radiohead’s Jonny Greenwood."
THE LOUNGE KITTENS,,THEATRE AND CIRCUS,FRIDAY,,
THE LOUNGE KITTENS,http://www.theloungekittens.com/,THEATRE AND CIRCUS,FRIDAY,15:05 - 15:35,
THE LOUNGE KITTENS,http://www.theloungekittens.com/,THEATRE AND CIRCUS,SUNDAY,11:00 - 11:30,
THE LOVE REVOLUTION (NEADS & PRINCE),http://www.loverevolutionmusic.com/,GREEN FIELDS,SUNDAY,14:00 - 15:00,
THE LOVE REVOLUTION (NEADS & PRINCE),http://www.loverevolutionmusic.com/,GREEN FIELDS,THURSDAY,16:00 - 17:00,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,FRIDAY,11:00 - 11:30,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,FRIDAY,18:00 - 18:30,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,SATURDAY,11:00 - 11:30,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,SATURDAY,18:00 - 18:30,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,SUNDAY,11:00 - 11:30,
THE LOW KEYS AND THE WILDER MEN,,THEATRE AND CIRCUS,SUNDAY,18:00 - 18:30,
THE MAGIC LANTERN,the-magic-lantern.co.uk,THE BANDSTAND,SUNDAY,12:00 - 12:40,
THE MAN THAT WILL NOT BE BLAMED FOR NOTHING,www.facebook.com/blamedfornothing,SHANGRI-LA,THURSDAY,19:00 - 20:00,
THE MAN WITH THE MOVIE CAMERA,http://www.imdb.com/title/tt0019760/,GREEN FIELDS,FRIDAY,20:00 - 22:00,
THE MARIACHIS,http://mariachimexteca.com/,AVALON,SUNDAY,15:15 - 16:15,The band from the Doritos advert that has now clocked up 13.5 million online video views for their covers of popular songs with a Mexican twist.
THE MAYFLYS,http://www.mayflysmusic.com/,GREEN FIELDS,FRIDAY,19:00 - 21:00,
THE MAYFLYS,,GREEN FIELDS,SATURDAY,19:45 - 20:45,
THE MAYFLYS,http://www.mayflysmusic.com/,GREEN FIELDS,SUNDAY,21:30 - 22:30,
THE MEN THAT WON'T BE BLAMED FOR NOTHING,https://www.youtube.com/watch?v=uzjeeoodzj4,SHANGRI-LA,THURSDAY,20:30 - 21:30,
THE MIGHTY GARETH,,THEATRE AND CIRCUS,FRIDAY,15:20 - 15:50,
THE MIGHTY GARETH,,THEATRE AND CIRCUS,SATURDAY,15:20 - 15:50,
THE MIGHTY GARETH,,THEATRE AND CIRCUS,SUNDAY,15:20 - 15:50,
THE MIGHTY PEAS,www.themightypeas.com,THE BANDSTAND,THURSDAY,16:30 - 17:25,
THE MOLES,https://www.facebook.com/pages/richard-davies-cardinalmolescosmos/176478609124699,WILLIAM'S GREEN,SATURDAY,12:00 - 12:40,"All the way from Australia, Cardinal’s Richard Davies’ original band reformed for a series of much praised album re-issues, offering baroque pop with a psychedelic colour wash."
THE MONSTER SIDESHOW,,THEATRE AND CIRCUS,FRIDAY,21:57 - 22:42,
THE MONSTER SIDESHOW,,THEATRE AND CIRCUS,SATURDAY,22:14 - 22:59,
THE MONSTER SIDESHOW,,THEATRE AND CIRCUS,SUNDAY,21:15 - 22:00,
THE MONSTERS OF SCHLOCK,https://www.youtube.com/watch?v=7i1umrjatg8,THEATRE AND CIRCUS,FRIDAY,17:30 - 18:00,
THE MONSTERS OF SCHLOCK,,THEATRE AND CIRCUS,SATURDAY,17:30 - 18:00,
THE MONSTERS OF SCHLOCK,,THEATRE AND CIRCUS,SUNDAY,17:30 - 18:00,
THE NATIONAL THEATRE PRESENTS DR SEUSS’S CAT IN THE HAT,http://kidzfield.com,KIDZ FIELD,FRIDAY,17:00 - 17:45,
THE NATIONAL THEATRE PRESENTS DR SEUSS’S CAT IN THE HAT,http://kidzfield.com,KIDZ FIELD,SUNDAY,18:00 - 19:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,FRIDAY,14:00 - 18:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,FRIDAY,22:00 - 03:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,SATURDAY,14:00 - 18:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,SATURDAY,22:00 - 03:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,SUNDAY,14:00 - 18:00,
THE PEOPLE'S FRONT ROOM,,THEATRE AND CIRCUS,SUNDAY,22:00 - 03:00,
THE PINK LADIES,,THEATRE AND CIRCUS,FRIDAY,,
THE PINK LADIES,,THEATRE AND CIRCUS,FRIDAY,,
THE PINK LADIES,,THEATRE AND CIRCUS,SATURDAY,,
THE PINK LADIES,,THEATRE AND CIRCUS,SATURDAY,,
THE PINK LADIES,,THEATRE AND CIRCUS,SUNDAY,,
THE PINK LADIES,,THEATRE AND CIRCUS,SUNDAY,,
THE PORTRAITS,,GREEN FIELDS,FRIDAY,21:00 - 22:00,
THE PORTRAITS,http://www.theportraitsmusic.com/,GREEN FIELDS,SATURDAY,23:00 - 00:00,
THE PORTRAITS,,GREEN FIELDS,SUNDAY,12:00 - 13:00,
THE PORTRAITS,http://www.theportraitsmusic.com/,GREEN FIELDS,THURSDAY,13:00 - 14:00,
THE PORTRAITS,http://theportraitsmusic.com/,GREEN FIELDS,THURSDAY,17:00 - 18:00,
THE PORTRAITS,http://www.theportraitsmusic.com/,GREEN FIELDS,WEDNESDAY,20:00 - 21:00,
THE PREATURES,http://thepreatures.com/,JOHN PEEL STAGE,SUNDAY,11:50 - 12:30,"More Australians! They’re running the show. There’s some swirling hair going on here, lurking behind the jerky gyrations of Isabella Manfredi – who does a bit of restrained air guitar now and again while the guys strum some substantial riffs."
THE RAGGED TROUSERED PHILANTHROPISTS,juliangaskell.wordpress.com,THE BANDSTAND,SUNDAY,19:00 - 19:45,
THE RAILS,http://www.therailsofficial.com/,WILLIAM'S GREEN,SATURDAY,17:00 - 17:40,"And now, some folk rock courtesy of a duo who include the daughter of Richard and Linda Thompson and a man who’s played guitar with Son Volt and The Pernice Brothers. Cred intact for sure and their songs are stunning."
THE RAILS,http://www.therailsofficial.com/,THE PARK,SUNDAY,11:00 - 11:40,The return of folk rock at the hands of the daughter of Richard And Linda Thompson and a man who’s played guitar for The Pernice Brothers and the much loved Son Volt among many others.
THE REVEREND PEYTON'S BIG DAMN BAND,http://www.bigdamnband.com/,ACOUSTIC,FRIDAY,12:55 - 13:25,"The beard sporting Rev plays a mean back porch bottleneck guitar with some heavy foot stomping over a skiffle-styled shuffling beat, a weird cross between The Legendary Stardust Cowboy and Seasick Steve."
THE REVEREND PEYTON'S BIG DAMN BAND,http://www.bigdamnband.com/,WEST HOLTS,SATURDAY,11:45 - 12:45,"Peyton, his wife Breezy and Ben “Bird Dog” Bussell hail from southern Indiana and play Delta blues with a hillbilly fervour and musical acuity that’s as sharp as razor wire."
THE REWINDER,,SILVER HAYES,SUNDAY,01:00 - 04:00,
THE RIPTIDE MOVEMENT,http://www.trm.ie/,ACOUSTIC,SATURDAY,13:20 - 14:10,"Dublin’s Riptide Movement have been gently simmering since 2006, their pert rock sound constantly hinting at their traditional rolling roots while occasionally breaking into a more gritty mid-Atlantic groove."
THE RPM'S,,OTHER,SUNDAY,19:00 - 19:45,
THE SEA KINGS,http://theseakings.co.uk/,GREEN FIELDS,FRIDAY,17:00 - 18:00,
THE SEA KINGS,http://theseakings.co.uk/,GREEN FIELDS,FRIDAY,21:00 - 22:00,
THE SEA KINGS,,GREEN FIELDS,SATURDAY,18:15 - 19:15,
THE SEA KINGS,http://theseakings.co.uk/,GREEN FIELDS,SUNDAY,15:00 - 16:00,
THE SEA KINGS,http://theseakings.co.uk/,GREEN FIELDS,WEDNESDAY,18:00 - 19:00,
THE SELECTER,http://www.theselecter.net/,AVALON,FRIDAY,23:15 - 00:25,"Original exponents of Two-Tone’s ska punk social awareness, The Selecter are still fronted by the soulful Pauline Black, the queen of British ska, and fellow vocalist Arthur “Gaps” Hendrickson. Too much pressure!"
THE SENIORS,http://www.theseniorsband.com/,AVALON CAFE,SUNDAY,16:30 - 17:15,
THE SENIORS,http://www.theseniorsband.com/,AVALON CAFE,THURSDAY,12:30 - 13:15,
THE SHAOLIN AFRONAUTS,www.shaolinafronauts.com,GLADE,FRIDAY,14:40 - 15:30,Adelaide-based instrumental afrobeat band that is styled after Fela Kuti's Africa 70 band and Sun Ra
THE SHAOLIN AFRONAUTS,www.shaolinafronauts.com,SILVER HAYES,SUNDAY,13:00 - 14:15,Afrobeat from Australia! Horn heavy and pretty damn funky sounds from this engaging and spaced out crew.
THE SHELLAC SISTERS,http://shellacsisters.co.uk,GLADE,FRIDAY,15:00 - 18:00,The glamourous retrochic spinning vintage 78's on wind up gramophones.
THE SHELLAC SISTERS,http://shellacsisters.co.uk,GLADE,SATURDAY,15:00 - 18:00,The glamourous retrochic spinning vintage 78's on wind up gramophones.
THE SHELLAC SISTERS,http://shellacsisters.co.uk,GLADE,THURSDAY,15:00 - 17:30,The glamourous retrochic spinning vintage 78's on wind up gramophones.
THE SIRENS,,THEATRE AND CIRCUS,FRIDAY,16:55 - 17:25,
